,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,response,response_binary,Age_Group_1,Age_Group_2,est_av_salary
12164,25,other,single,secondary,no,3,no,no,7,jul,2.27,1,-1,0,unknown,no,0,Below 30,25-34,17989
12165,25,technician,single,secondary,no,-55,yes,yes,7,jul,4.03,1,-1,0,unknown,no,0,Below 30,25-34,13032.0
12166,27,blue-collar,married,primary,no,52,no,yes,7,jul,3.08,1,-1,0,unknown,no,0,Below 30,25-34,
12167,60,management,married,tertiary,no,1573,no,no,7,jul,1.32,15,-1,0,unknown,no,0,Above 60,55-64,21936.0
12168,49,blue-collar,married,primary,no,4140,no,no,7,jul,3.42,4,-1,0,unknown,no,0,40-49,45-54,
12169,25,blue-collar,single,secondary,no,495,no,no,7,jul,2.18,3,-1,0,unknown,no,0,Below 30,25-34,
12170,46,management,married,tertiary,no,74,yes,no,7,jul,0.25,11,-1,0,unknown,no,0,40-49,45-54,21936.0
12171,50,technician,married,tertiary,no,92,no,yes,7,jul,3.2,1,-1,0,unknown,no,0,50-59,45-54,13032.0
12172,50,blue-collar,divorced,primary,no,5,no,no,7,jul,1.97,1,-1,0,unknown,no,0,50-59,45-54,
12173,33,admin.,married,tertiary,no,568,no,no,7,jul,3.65,1,-1,0,unknown,no,0,30-39,25-34,10680
12174,42,management,married,secondary,no,4314,no,no,7,jul,3.57,1,-1,0,unknown,no,0,40-49,35-44,21936.0
12175,30,admin.,single,secondary,no,312,no,no,8,jul,3.13,1,-1,0,unknown,no,0,30-39,25-34,10680
12176,42,technician,single,tertiary,no,24,no,no,8,jul,4.37,1,-1,0,unknown,no,0,40-49,35-44,13032.0
12177,28,admin.,married,secondary,no,54,no,yes,8,jul,3.77,1,-1,0,unknown,no,0,Below 30,25-34,10680
12178,34,entrepreneur,married,tertiary,no,412,yes,yes,8,jul,2.73,1,-1,0,unknown,no,0,30-39,25-34,
12179,33,management,married,tertiary,no,-139,no,no,8,jul,4.83,1,-1,0,unknown,no,0,30-39,25-34,21936.0
12180,26,entrepreneur,married,secondary,no,-306,no,yes,8,jul,5.7,1,-1,0,unknown,no,0,Below 30,25-34,
12181,29,admin.,single,secondary,no,210,no,yes,8,jul,2.33,1,-1,0,unknown,no,0,Below 30,25-34,10680
12182,28,admin.,single,secondary,no,551,no,yes,8,jul,2.68,1,-1,0,unknown,no,0,Below 30,25-34,10680
12183,32,technician,divorced,tertiary,no,31,no,yes,8,jul,4.32,1,-1,0,unknown,no,0,30-39,25-34,13032.0
12184,45,services,married,secondary,no,0,no,yes,8,jul,0.78,7,-1,0,unknown,no,0,40-49,45-54,8400
12185,59,retired,married,secondary,no,184,no,no,8,jul,2.72,1,-1,0,unknown,no,0,50-59,55-64,0
12186,46,unemployed,married,secondary,no,562,no,no,8,jul,8.18,1,-1,0,unknown,no,0,40-49,45-54,0
12187,32,management,married,tertiary,no,2102,yes,no,8,jul,3.67,1,-1,0,unknown,no,0,30-39,25-34,21936.0
12188,44,management,divorced,tertiary,no,193,no,yes,8,jul,1.73,2,-1,0,unknown,no,0,40-49,35-44,21936.0
12189,26,blue-collar,single,secondary,no,5,no,no,8,jul,0.9,3,-1,0,unknown,no,0,Below 30,25-34,
12190,53,management,married,secondary,no,66,no,yes,8,jul,2.35,1,-1,0,unknown,no,0,50-59,45-54,21936.0
12191,46,blue-collar,married,primary,no,-169,yes,yes,8,jul,1.82,1,-1,0,unknown,no,0,40-49,45-54,
12192,35,entrepreneur,married,primary,no,2643,no,yes,8,jul,4.32,1,-1,0,unknown,no,0,30-39,35-44,
12193,56,blue-collar,divorced,primary,no,12,no,no,8,jul,3.77,1,-1,0,unknown,no,0,50-59,55-64,
12194,60,management,married,primary,no,75,no,yes,8,jul,3.05,1,-1,0,unknown,no,0,Above 60,55-64,21936.0
12195,36,technician,married,secondary,no,-257,no,no,8,jul,0.4,26,-1,0,unknown,no,0,30-39,35-44,13032.0
12196,29,blue-collar,single,primary,no,170,yes,no,8,jul,3.6,1,-1,0,unknown,no,0,Below 30,25-34,
12197,60,technician,divorced,primary,no,-85,no,yes,8,jul,0.97,2,-1,0,unknown,no,0,Above 60,55-64,13032.0
12198,55,management,married,tertiary,no,979,no,yes,8,jul,2.05,1,-1,0,unknown,no,0,50-59,55-64,21936.0
12199,27,management,single,tertiary,no,136,no,yes,8,jul,2.43,1,-1,0,unknown,no,0,Below 30,25-34,21936.0
12200,33,technician,married,tertiary,no,-258,no,no,8,jul,6.03,1,-1,0,unknown,no,0,30-39,25-34,13032.0
12201,33,management,single,tertiary,no,99,no,no,8,jul,2.65,1,-1,0,unknown,no,0,30-39,25-34,21936.0
12202,55,retired,married,primary,no,150,no,no,8,jul,2.07,1,-1,0,unknown,no,0,50-59,55-64,0
12203,28,blue-collar,single,secondary,no,476,no,no,8,jul,5.1,1,-1,0,unknown,no,0,Below 30,25-34,
12204,28,self-employed,single,tertiary,no,226,no,yes,8,jul,3.18,1,-1,0,unknown,no,0,Below 30,25-34,-
12205,26,admin.,single,secondary,no,-378,no,yes,8,jul,2.75,1,-1,0,unknown,no,0,Below 30,25-34,10680
12206,31,management,single,tertiary,no,296,no,yes,8,jul,8.48,4,-1,0,unknown,yes,1,30-39,25-34,21936.0
12207,39,admin.,single,secondary,no,1661,no,yes,8,jul,7.18,1,-1,0,unknown,no,0,30-39,35-44,10680
12208,26,management,single,tertiary,no,122,no,yes,8,jul,2.67,1,-1,0,unknown,no,0,Below 30,25-34,21936.0
12209,27,services,married,primary,no,-90,no,yes,8,jul,2.92,1,-1,0,unknown,no,0,Below 30,25-34,8400
12210,42,blue-collar,single,primary,no,1322,yes,yes,8,jul,2.97,1,-1,0,unknown,no,0,40-49,35-44,
12211,42,management,divorced,secondary,no,-272,no,no,8,jul,3.1,1,-1,0,unknown,no,0,40-49,35-44,21936.0
12212,34,technician,divorced,secondary,no,-133,yes,no,8,jul,6.58,1,-1,0,unknown,no,0,30-39,25-34,13032.0
12213,32,technician,married,secondary,no,2,yes,yes,8,jul,2.38,1,-1,0,unknown,no,0,30-39,25-34,13032.0
12214,35,self-employed,married,tertiary,no,0,no,no,8,jul,3.35,1,-1,0,unknown,no,0,30-39,35-44,-
12215,33,entrepreneur,married,secondary,no,-627,yes,yes,8,jul,12.33,1,-1,0,unknown,yes,1,30-39,25-34,
12216,52,entrepreneur,married,tertiary,yes,-468,no,no,8,jul,8.9,1,-1,0,unknown,yes,1,50-59,45-54,
12217,30,blue-collar,divorced,secondary,no,0,no,yes,8,jul,5.33,1,-1,0,unknown,no,0,30-39,25-34,
12218,25,management,single,tertiary,no,1098,yes,yes,8,jul,7.08,1,-1,0,unknown,no,0,Below 30,25-34,21936.0
12219,34,self-employed,married,tertiary,no,191,no,no,8,jul,0.98,1,-1,0,unknown,no,0,30-39,25-34,-
12220,45,blue-collar,married,secondary,yes,-605,yes,no,8,jul,3.47,5,-1,0,unknown,no,0,40-49,45-54,
12221,27,admin.,single,secondary,no,-400,no,yes,8,jul,4.83,1,-1,0,unknown,no,0,Below 30,25-34,10680
12222,36,admin.,married,secondary,no,68,no,yes,8,jul,1.42,4,-1,0,unknown,no,0,30-39,35-44,10680
12223,51,admin.,married,secondary,no,38,no,yes,8,jul,0.52,3,-1,0,unknown,no,0,50-59,45-54,10680
12224,26,technician,single,tertiary,no,291,no,yes,8,jul,6.55,1,-1,0,unknown,no,0,Below 30,25-34,13032.0
12225,32,management,married,tertiary,yes,2,no,no,8,jul,1.37,1,-1,0,unknown,no,0,30-39,25-34,21936.0
12226,58,retired,divorced,tertiary,no,264,yes,yes,8,jul,8.72,3,-1,0,unknown,no,0,50-59,55-64,0
12227,57,retired,married,tertiary,no,1029,no,yes,8,jul,3.38,1,-1,0,unknown,no,0,50-59,55-64,0
12228,56,retired,married,tertiary,no,87,no,no,8,jul,2.27,2,-1,0,unknown,no,0,50-59,55-64,0
12229,58,blue-collar,married,secondary,no,1457,yes,no,8,jul,2.4,4,-1,0,unknown,no,0,50-59,55-64,
12230,25,blue-collar,single,secondary,yes,-220,no,no,8,jul,2.53,1,-1,0,unknown,no,0,Below 30,25-34,
12231,34,housemaid,married,secondary,no,-97,yes,yes,8,jul,1.98,2,-1,0,unknown,no,0,30-39,25-34,8400
12232,27,technician,single,secondary,yes,0,no,yes,8,jul,12.2,1,-1,0,unknown,yes,1,Below 30,25-34,13032.0
12233,29,services,single,secondary,no,1274,no,no,8,jul,2.27,1,-1,0,unknown,no,0,Below 30,25-34,8400
12234,36,management,married,tertiary,no,128,no,no,8,jul,12.22,1,-1,0,unknown,no,0,30-39,35-44,21936.0
12235,46,management,single,tertiary,no,3,no,no,8,jul,1.42,1,-1,0,unknown,no,0,40-49,45-54,21936.0
12236,32,blue-collar,married,primary,no,642,no,yes,8,jul,8.73,1,-1,0,unknown,no,0,30-39,25-34,
12237,55,blue-collar,married,primary,no,137,no,no,8,jul,6.28,1,-1,0,unknown,no,0,50-59,55-64,
12238,28,unemployed,married,secondary,no,455,no,no,8,jul,4.77,1,-1,0,unknown,no,0,Below 30,25-34,0
12239,26,admin.,single,secondary,no,-35,no,yes,8,jul,5.07,1,-1,0,unknown,no,0,Below 30,25-34,10680
12240,39,services,single,secondary,no,230,no,yes,8,jul,1.77,1,-1,0,unknown,no,0,30-39,35-44,8400
12241,55,management,married,secondary,no,51,no,no,8,jul,1.7,1,-1,0,unknown,no,0,50-59,55-64,21936.0
12242,33,entrepreneur,married,secondary,yes,-54,no,yes,8,jul,0.7,1,-1,0,unknown,no,0,30-39,25-34,
12243,29,housemaid,married,primary,no,7,no,yes,8,jul,4.0,1,-1,0,unknown,no,0,Below 30,25-34,8400
12244,25,services,single,secondary,no,2,no,no,8,jul,4.8,1,-1,0,unknown,no,0,Below 30,25-34,8400
12245,55,entrepreneur,married,tertiary,no,22,no,yes,8,jul,3.58,1,-1,0,unknown,no,0,50-59,55-64,
12246,32,blue-collar,single,secondary,no,-197,no,yes,8,jul,1.65,1,-1,0,unknown,no,0,30-39,25-34,
12247,25,admin.,single,secondary,no,0,no,yes,8,jul,3.97,3,-1,0,unknown,no,0,Below 30,25-34,10680
12248,28,admin.,single,secondary,no,144,no,yes,8,jul,2.27,1,-1,0,unknown,no,0,Below 30,25-34,10680
12249,34,blue-collar,married,primary,no,-480,yes,yes,8,jul,3.75,1,-1,0,unknown,no,0,30-39,25-34,
12250,26,management,single,tertiary,no,350,no,no,8,jul,6.12,1,-1,0,unknown,no,0,Below 30,25-34,21936.0
12251,56,blue-collar,married,primary,no,175,no,yes,8,jul,3.13,1,-1,0,unknown,no,0,50-59,55-64,
12252,26,self-employed,single,secondary,no,551,no,no,8,jul,8.85,1,-1,0,unknown,yes,1,Below 30,25-34,-
12253,33,admin.,single,tertiary,no,621,no,no,8,jul,3.62,1,-1,0,unknown,no,0,30-39,25-34,10680
12254,55,retired,married,tertiary,no,197,no,yes,8,jul,4.27,1,-1,0,unknown,no,0,50-59,55-64,0
12255,25,technician,single,secondary,no,0,no,yes,8,jul,10.57,1,-1,0,unknown,yes,1,Below 30,25-34,13032.0
12256,38,admin.,married,secondary,no,-14,no,yes,8,jul,2.07,1,-1,0,unknown,no,0,30-39,35-44,10680
12257,27,services,single,secondary,no,87,no,no,8,jul,4.33,1,-1,0,unknown,no,0,Below 30,25-34,8400
12258,25,blue-collar,married,secondary,no,101,no,yes,8,jul,7.67,3,-1,0,unknown,yes,1,Below 30,25-34,
12259,42,blue-collar,married,primary,no,1556,no,yes,8,jul,1.88,1,-1,0,unknown,no,0,40-49,35-44,
12260,40,services,married,primary,no,-45,no,yes,8,jul,2.77,1,-1,0,unknown,no,0,40-49,35-44,8400
12261,30,technician,married,secondary,no,139,no,yes,8,jul,17.43,2,-1,0,unknown,no,0,30-39,25-34,13032.0
12262,26,services,single,secondary,no,-90,no,yes,8,jul,4.0,1,-1,0,unknown,no,0,Below 30,25-34,8400
12263,59,retired,divorced,primary,no,830,no,yes,8,jul,1.93,1,-1,0,unknown,no,0,50-59,55-64,0
12264,48,management,single,secondary,no,1106,no,yes,8,jul,4.42,1,-1,0,unknown,no,0,40-49,45-54,21936.0
12265,59,services,divorced,secondary,no,136,no,yes,8,jul,2.93,1,-1,0,unknown,no,0,50-59,55-64,8400
12266,34,admin.,single,tertiary,no,-199,no,yes,8,jul,2.17,1,-1,0,unknown,no,0,30-39,25-34,10680
12267,53,technician,divorced,primary,no,-834,yes,yes,8,jul,2.17,1,-1,0,unknown,no,0,50-59,45-54,13032.0
12268,42,unemployed,married,secondary,no,-283,no,yes,8,jul,1.6,2,-1,0,unknown,no,0,40-49,35-44,0
12269,25,technician,single,secondary,no,218,no,yes,8,jul,4.53,1,-1,0,unknown,no,0,Below 30,25-34,13032.0
12270,25,management,single,secondary,no,1923,no,yes,8,jul,1.18,1,-1,0,unknown,no,0,Below 30,25-34,21936.0
12271,41,admin.,single,secondary,no,26,no,no,8,jul,7.13,1,-1,0,unknown,no,0,40-49,35-44,10680
12272,45,services,single,secondary,no,-688,no,yes,8,jul,1.77,1,-1,0,unknown,no,0,40-49,45-54,8400
12273,29,blue-collar,married,primary,no,50,no,no,8,jul,3.08,2,-1,0,unknown,no,0,Below 30,25-34,
12274,51,technician,married,secondary,no,564,no,yes,8,jul,3.12,2,-1,0,unknown,no,0,50-59,45-54,13032.0
12275,26,management,single,tertiary,no,33,no,yes,8,jul,4.22,1,-1,0,unknown,no,0,Below 30,25-34,21936.0
12276,39,services,married,secondary,no,87,no,no,8,jul,1.9,1,-1,0,unknown,no,0,30-39,35-44,8400
12277,25,self-employed,single,tertiary,no,-44,no,yes,8,jul,3.35,1,-1,0,unknown,no,0,Below 30,25-34,-
12278,29,management,married,tertiary,no,0,no,yes,8,jul,9.57,2,-1,0,unknown,no,0,Below 30,25-34,21936.0
12279,39,technician,married,secondary,no,130,no,no,8,jul,3.37,2,-1,0,unknown,no,0,30-39,35-44,13032.0
12280,27,management,single,tertiary,yes,0,no,yes,8,jul,0.77,1,-1,0,unknown,no,0,Below 30,25-34,21936.0
12281,28,housemaid,married,secondary,no,1294,yes,no,8,jul,6.68,2,-1,0,unknown,no,0,Below 30,25-34,8400
12282,38,admin.,married,secondary,no,338,no,yes,8,jul,3.18,1,-1,0,unknown,no,0,30-39,35-44,10680
12283,60,retired,married,primary,no,280,no,no,8,jul,4.85,1,-1,0,unknown,no,0,Above 60,55-64,0
12284,26,services,single,secondary,yes,74,no,no,8,jul,6.03,1,-1,0,unknown,no,0,Below 30,25-34,8400
12285,42,unemployed,divorced,secondary,no,2699,no,no,8,jul,1.53,2,-1,0,unknown,no,0,40-49,35-44,0
12286,51,management,married,tertiary,no,3604,no,yes,8,jul,4.78,1,-1,0,unknown,no,0,50-59,45-54,21936.0
12287,30,blue-collar,married,secondary,no,1177,no,yes,8,jul,3.67,2,-1,0,unknown,no,0,30-39,25-34,
12288,25,technician,single,secondary,no,102,no,yes,8,jul,9.57,2,-1,0,unknown,yes,1,Below 30,25-34,13032.0
12289,42,admin.,married,secondary,no,-150,no,yes,8,jul,4.15,3,-1,0,unknown,no,0,40-49,35-44,10680
12290,28,blue-collar,married,secondary,no,2322,no,no,8,jul,1.37,4,-1,0,unknown,no,0,Below 30,25-34,
12291,33,admin.,single,secondary,no,1248,no,no,8,jul,5.98,1,-1,0,unknown,no,0,30-39,25-34,10680
12292,54,management,married,tertiary,no,3,no,yes,8,jul,7.38,1,-1,0,unknown,no,0,50-59,45-54,21936.0
12293,42,management,married,tertiary,no,478,no,yes,8,jul,2.75,1,-1,0,unknown,no,0,40-49,35-44,21936.0
12294,44,technician,divorced,secondary,no,26,no,no,8,jul,3.17,1,-1,0,unknown,no,0,40-49,35-44,13032.0
12295,31,blue-collar,married,primary,no,229,no,no,8,jul,3.1,2,-1,0,unknown,no,0,30-39,25-34,
12296,28,services,married,secondary,no,510,yes,yes,8,jul,29.45,2,-1,0,unknown,yes,1,Below 30,25-34,8400
12297,32,entrepreneur,divorced,secondary,no,252,no,yes,8,jul,2.42,2,-1,0,unknown,no,0,30-39,25-34,
12298,55,blue-collar,married,secondary,yes,67,no,no,8,jul,4.45,2,-1,0,unknown,no,0,50-59,55-64,
12299,31,self-employed,married,secondary,no,731,no,yes,8,jul,3.13,1,-1,0,unknown,no,0,30-39,25-34,-
12300,35,admin.,divorced,secondary,no,148,no,yes,8,jul,3.32,1,-1,0,unknown,no,0,30-39,35-44,10680
12301,26,technician,single,secondary,no,68,no,yes,8,jul,2.35,3,-1,0,unknown,no,0,Below 30,25-34,13032.0
12302,40,blue-collar,married,primary,no,143,no,yes,8,jul,2.78,2,-1,0,unknown,no,0,40-49,35-44,
12303,33,blue-collar,married,tertiary,no,870,no,yes,8,jul,9.08,3,-1,0,unknown,no,0,30-39,25-34,
12304,25,blue-collar,married,secondary,no,4280,no,yes,8,jul,2.47,2,-1,0,unknown,no,0,Below 30,25-34,
12305,28,blue-collar,single,secondary,no,517,no,yes,8,jul,11.35,1,-1,0,unknown,yes,1,Below 30,25-34,
12306,41,admin.,married,secondary,no,120,no,yes,8,jul,8.15,1,-1,0,unknown,no,0,40-49,35-44,10680
12307,37,blue-collar,married,primary,no,33,no,yes,8,jul,8.05,2,-1,0,unknown,no,0,30-39,35-44,
12308,59,blue-collar,married,primary,no,3540,no,no,8,jul,2.75,1,-1,0,unknown,no,0,50-59,55-64,
12309,57,admin.,married,secondary,no,2137,no,no,8,jul,2.2,7,-1,0,unknown,no,0,50-59,55-64,10680
12310,54,management,married,tertiary,no,-547,no,no,8,jul,2.6,1,-1,0,unknown,no,0,50-59,45-54,21936.0
12311,50,technician,married,primary,no,-315,no,yes,8,jul,2.88,1,-1,0,unknown,no,0,50-59,45-54,13032.0
12312,52,technician,married,secondary,no,786,no,no,8,jul,5.17,1,-1,0,unknown,no,0,50-59,45-54,13032.0
12313,59,blue-collar,divorced,primary,no,1,no,yes,8,jul,3.57,1,-1,0,unknown,no,0,50-59,55-64,
12314,33,entrepreneur,divorced,tertiary,no,37,no,yes,8,jul,18.03,1,-1,0,unknown,yes,1,30-39,25-34,
12315,53,services,divorced,primary,no,0,no,yes,8,jul,3.43,1,-1,0,unknown,no,0,50-59,45-54,8400
12316,26,management,single,tertiary,no,8303,no,no,8,jul,2.38,2,-1,0,unknown,no,0,Below 30,25-34,21936.0
12317,45,management,divorced,tertiary,no,854,no,yes,8,jul,12.17,1,-1,0,unknown,yes,1,40-49,45-54,21936.0
12318,56,admin.,single,secondary,no,-273,no,no,8,jul,1.98,2,-1,0,unknown,no,0,50-59,55-64,10680
12319,41,blue-collar,married,primary,no,-692,yes,no,8,jul,2.08,2,-1,0,unknown,no,0,40-49,35-44,
12320,35,self-employed,married,tertiary,yes,28,no,yes,8,jul,4.32,1,-1,0,unknown,no,0,30-39,35-44,-
12321,55,retired,married,secondary,no,971,no,yes,8,jul,2.57,1,-1,0,unknown,no,0,50-59,55-64,0
12322,28,management,married,tertiary,no,3694,no,yes,8,jul,1.17,2,-1,0,unknown,no,0,Below 30,25-34,21936.0
12323,60,retired,married,secondary,no,1141,no,yes,8,jul,3.52,2,-1,0,unknown,no,0,Above 60,55-64,0
12324,35,entrepreneur,single,tertiary,yes,793,no,yes,8,jul,2.72,1,-1,0,unknown,no,0,30-39,35-44,
12325,51,retired,married,secondary,no,35,no,yes,8,jul,2.05,4,-1,0,unknown,no,0,50-59,45-54,0
12326,36,services,married,secondary,no,30,no,yes,8,jul,11.93,5,-1,0,unknown,yes,1,30-39,35-44,8400
12327,34,admin.,single,secondary,no,280,no,no,8,jul,1.43,2,-1,0,unknown,no,0,30-39,25-34,10680
12328,33,services,single,secondary,no,0,no,no,8,jul,1.93,2,-1,0,unknown,no,0,30-39,25-34,8400
12329,30,services,married,secondary,no,2261,yes,yes,8,jul,4.17,2,-1,0,unknown,no,0,30-39,25-34,8400
12330,35,blue-collar,married,primary,no,46,no,no,8,jul,5.63,3,-1,0,unknown,no,0,30-39,35-44,
12331,56,retired,married,secondary,no,307,no,yes,8,jul,2.92,1,-1,0,unknown,no,0,50-59,55-64,0
12332,56,housemaid,married,primary,no,306,no,yes,8,jul,3.53,1,-1,0,unknown,no,0,50-59,55-64,8400
12333,41,technician,single,secondary,no,-3,no,no,8,jul,6.88,1,-1,0,unknown,no,0,40-49,35-44,13032.0
12334,57,technician,married,primary,no,4442,no,no,8,jul,1.62,6,-1,0,unknown,no,0,50-59,55-64,13032.0
12335,33,housemaid,married,primary,no,1,yes,no,8,jul,2.25,1,-1,0,unknown,no,0,30-39,25-34,8400
12336,29,blue-collar,married,secondary,no,-478,no,yes,8,jul,8.8,2,-1,0,unknown,no,0,Below 30,25-34,
12337,36,unemployed,married,secondary,no,356,no,no,8,jul,6.02,1,-1,0,unknown,no,0,30-39,35-44,0
12338,29,technician,single,secondary,no,290,yes,yes,8,jul,4.88,1,-1,0,unknown,no,0,Below 30,25-34,13032.0
12339,45,services,married,secondary,no,1343,no,yes,8,jul,3.67,1,-1,0,unknown,no,0,40-49,45-54,8400
12340,26,blue-collar,single,secondary,yes,81,no,yes,8,jul,13.38,2,-1,0,unknown,yes,1,Below 30,25-34,
12341,51,services,married,secondary,no,272,no,yes,8,jul,3.62,1,-1,0,unknown,no,0,50-59,45-54,8400
12342,46,blue-collar,divorced,primary,no,2775,no,yes,8,jul,3.13,1,-1,0,unknown,no,0,40-49,45-54,
12343,29,technician,single,secondary,no,359,yes,no,8,jul,10.07,1,-1,0,unknown,no,0,Below 30,25-34,13032.0
12344,52,blue-collar,single,secondary,no,288,yes,no,8,jul,2.65,2,-1,0,unknown,no,0,50-59,45-54,
12345,45,admin.,married,secondary,no,3493,yes,no,8,jul,8.3,1,-1,0,unknown,no,0,40-49,45-54,10680
12346,30,admin.,single,secondary,no,1249,no,no,8,jul,3.67,4,-1,0,unknown,no,0,30-39,25-34,10680
12347,33,services,married,secondary,no,0,no,yes,8,jul,4.75,1,-1,0,unknown,no,0,30-39,25-34,8400
12348,29,self-employed,single,tertiary,no,0,yes,no,8,jul,3.85,1,-1,0,unknown,no,0,Below 30,25-34,-
12349,36,unemployed,divorced,secondary,no,5,yes,no,8,jul,5.08,1,-1,0,unknown,no,0,30-39,35-44,0
12350,60,retired,divorced,secondary,no,598,no,yes,8,jul,1.6,1,-1,0,unknown,no,0,Above 60,55-64,0
12351,35,services,single,primary,no,790,no,no,8,jul,3.68,1,-1,0,unknown,no,0,30-39,35-44,8400
12352,33,management,single,tertiary,no,0,yes,no,8,jul,7.57,1,-1,0,unknown,no,0,30-39,25-34,21936.0
12353,36,services,married,primary,no,795,no,yes,8,jul,3.58,2,-1,0,unknown,no,0,30-39,35-44,8400
12354,28,blue-collar,married,secondary,no,1296,yes,yes,8,jul,12.73,5,-1,0,unknown,no,0,Below 30,25-34,
12355,39,housemaid,divorced,secondary,no,188,no,no,8,jul,2.72,1,-1,0,unknown,no,0,30-39,35-44,8400
12356,36,technician,single,secondary,no,0,no,no,8,jul,2.02,1,-1,0,unknown,no,0,30-39,35-44,13032.0
12357,43,services,married,secondary,no,-392,no,yes,8,jul,3.08,1,-1,0,unknown,no,0,40-49,35-44,8400
12358,47,technician,married,secondary,no,0,yes,no,8,jul,4.95,1,-1,0,unknown,no,0,40-49,45-54,13032.0
12359,25,services,single,secondary,no,628,no,no,8,jul,4.43,1,-1,0,unknown,no,0,Below 30,25-34,8400
12360,34,admin.,married,secondary,no,233,yes,yes,8,jul,5.05,1,-1,0,unknown,no,0,30-39,25-34,10680
12361,60,management,married,secondary,no,725,yes,no,8,jul,4.43,1,-1,0,unknown,no,0,Above 60,55-64,21936.0
12362,25,blue-collar,single,secondary,no,0,no,no,8,jul,1.87,1,-1,0,unknown,no,0,Below 30,25-34,
12363,30,admin.,divorced,secondary,no,4,no,no,8,jul,1.02,3,-1,0,unknown,no,0,30-39,25-34,10680
12364,38,housemaid,married,secondary,no,1508,no,yes,8,jul,5.1,2,-1,0,unknown,no,0,30-39,35-44,8400
12365,54,blue-collar,married,primary,no,175,no,yes,8,jul,17.12,1,-1,0,unknown,no,0,50-59,45-54,
12366,31,blue-collar,married,secondary,no,152,yes,yes,8,jul,13.85,1,-1,0,unknown,yes,1,30-39,25-34,
12367,29,services,single,secondary,no,-32,no,yes,8,jul,8.5,1,-1,0,unknown,no,0,Below 30,25-34,8400
12368,37,blue-collar,divorced,secondary,no,277,no,yes,8,jul,5.63,2,-1,0,unknown,no,0,30-39,35-44,
12369,28,management,single,tertiary,no,882,no,yes,8,jul,1.78,2,-1,0,unknown,no,0,Below 30,25-34,21936.0
12370,55,technician,married,secondary,no,477,no,no,8,jul,2.3,1,-1,0,unknown,no,0,50-59,55-64,13032.0
12371,52,blue-collar,married,secondary,no,380,yes,yes,8,jul,0.97,1,-1,0,unknown,no,0,50-59,45-54,
12372,55,unemployed,married,secondary,no,-246,no,yes,8,jul,5.08,2,-1,0,unknown,no,0,50-59,55-64,0
12373,25,admin.,married,secondary,no,142,yes,no,8,jul,5.2,2,-1,0,unknown,no,0,Below 30,25-34,10680
12374,34,technician,single,secondary,yes,-2,no,yes,8,jul,4.72,1,-1,0,unknown,no,0,30-39,25-34,13032.0
12375,59,management,married,tertiary,no,96,no,yes,8,jul,0.92,1,-1,0,unknown,no,0,50-59,55-64,21936.0
12376,28,admin.,single,secondary,no,-126,no,yes,8,jul,6.0,4,-1,0,unknown,no,0,Below 30,25-34,10680
12377,58,blue-collar,married,secondary,no,279,no,no,8,jul,5.45,5,-1,0,unknown,no,0,50-59,55-64,
12378,45,technician,divorced,secondary,no,146,no,no,8,jul,3.6,1,-1,0,unknown,no,0,40-49,45-54,13032.0
12379,60,management,married,secondary,no,49,no,yes,8,jul,1.27,2,-1,0,unknown,no,0,Above 60,55-64,21936.0
12380,29,services,single,secondary,no,9,no,yes,8,jul,3.37,2,-1,0,unknown,no,0,Below 30,25-34,8400
12381,55,unemployed,married,primary,no,1221,no,yes,8,jul,1.8,1,-1,0,unknown,no,0,50-59,55-64,0
12382,54,blue-collar,married,secondary,no,1063,no,yes,8,jul,3.23,3,-1,0,unknown,no,0,50-59,45-54,
12383,34,admin.,married,tertiary,no,434,no,no,8,jul,2.75,3,-1,0,unknown,no,0,30-39,25-34,10680
12384,27,self-employed,single,tertiary,no,108,no,yes,8,jul,2.35,2,-1,0,unknown,no,0,Below 30,25-34,-
12385,50,blue-collar,married,secondary,no,1293,no,yes,8,jul,1.37,1,-1,0,unknown,no,0,50-59,45-54,
12386,38,blue-collar,single,secondary,no,10,no,no,8,jul,1.4,3,-1,0,unknown,no,0,30-39,35-44,
12387,52,technician,married,secondary,no,3554,no,yes,8,jul,1.48,1,-1,0,unknown,no,0,50-59,45-54,13032.0
12388,59,retired,divorced,tertiary,no,439,no,yes,8,jul,2.27,1,-1,0,unknown,no,0,50-59,55-64,0
12389,49,blue-collar,married,secondary,no,1838,yes,no,8,jul,3.38,1,-1,0,unknown,no,0,40-49,45-54,
12390,44,management,married,tertiary,no,0,no,no,8,jul,0.9,2,-1,0,unknown,no,0,40-49,35-44,21936.0
12391,35,admin.,single,secondary,no,57,no,yes,8,jul,10.53,2,-1,0,unknown,no,0,30-39,35-44,10680
12392,43,blue-collar,divorced,primary,no,328,no,yes,8,jul,3.2,1,-1,0,unknown,no,0,40-49,35-44,
12393,31,admin.,single,secondary,yes,4,yes,yes,8,jul,2.4,1,-1,0,unknown,no,0,30-39,25-34,10680
12394,42,entrepreneur,married,tertiary,no,2476,yes,no,8,jul,4.18,1,-1,0,unknown,no,0,40-49,35-44,
12395,28,management,single,tertiary,no,1252,yes,yes,8,jul,5.32,4,-1,0,unknown,no,0,Below 30,25-34,21936.0
12396,38,technician,married,secondary,no,0,no,no,8,jul,10.58,1,-1,0,unknown,yes,1,30-39,35-44,13032.0
